Progress,UserLanguage,Collection,LE3.199,LE3.200,LE3.201,LE5.012,LE5.013,LE5.014,LE5.015,LE5.016,LE5.017,LE5.018,LE5.019,LE5.020,LE5.021,LE5.022,LE5.023,LE5.024,LE5.025,LE5.026,LE5.027,LE5.028,LE5.029,LE5.030,LE5.031
100,RU,General Collection,Agree,Strongly agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Strongly agree,Disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Disagree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
10,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
29,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
25,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
8,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
40,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
29,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
41,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
38,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
38,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
35,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
39,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
8,EN,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
31,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
47,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
62,RU,General Collection,Strongly disagree,Strongly disagree,Agree, , , , , , , , , , , , , , , , , , , , 
47,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
38,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
70,RU,General Collection,Agree,Strongly disagree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
75,RU,General Collection,Neither agree nor disagree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
62,RU,General Collection,Strongly agree,Disagree,Neither agree nor disagree, , , , , , , , , , , , , , , , , , , , 
81,RU,General Collection,Neither agree nor disagree, , ,All the genes in DNA, , , , , , , , , , , , , , , , , , , 
99,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
99,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
61,RU,General Collection,Neither agree nor disagree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
70,RU,General Collection,Agree,Strongly agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
85,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
72,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,More than 99%,One gene, , , , , , , , , , , , , 
83,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
99,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
99,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,EN,General Collection,Agree,Neither agree nor disagree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
71,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
29,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , , , , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
37,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
37,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,False, 
12,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
43,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
38,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,Gene expression, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
31,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
4,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,EN,Goldsmith's First Year Students,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Goldsmith's First Year Students,Neither agree nor disagree,Neither agree nor disagree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,EN,Goldsmith's First Year Students,Neither agree nor disagree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Goldsmith's First Year Students,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,EN,Goldsmith's First Year Students,Agree,Neither agree nor disagree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Goldsmith's First Year Students,Neither agree nor disagree,Agree,Agree,Gene expression, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,EN,Goldsmith's First Year Students,Agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Goldsmith's First Year Students,Neither agree nor disagree,Agree,Agree,A sex chromosome, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,EN,Goldsmith's First Year Students,Disagree,Neither agree nor disagree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
